gene_ids,log2FoldChange
SLC6A3,4.0232546116
SERPINB5,4.3175593763
TRIM31.AS1,2.4345536342
MAGEA6,8.3883862456
ENSG00000172782,5.0910986451
ENSG00000234805,4.3060133398
HIST1H1PS1,4.0231054067
ESPN,2.4101608545
ENSG00000232445,2.2597373373
C4orf54,3.8419986376
UGT2B15,5.0515266453
SCARNA21,4.6920400516
LINGO1,2.5199019334
SNORA26,2.9961741852
ENSG00000223829,4.7237048901
SUGCT,2.0407550745
HIST1H4E,3.9649191878
MGAT4EP,3.9726346128
ADAMTS16,2.371634754
RPLP0P2,2.2058855243
HOXC13.AS,6.0567806412
FNDC1,2.4943684545
TBXT,5.4983259416
IENSG00000148798,4.1960278786
MNX1.AS2,3.0838122424
RPL32P33,4.2390478305
SLC28A2,4.4751086921
TRIM72,3.7854559576
DSCAM.AS1,8.5113956242
RFX8,2.2570652523
IGHG2,2.548307264
ENSG00000278635,3.8350974699
NR2E1,4.8139394746
CLPSL1,5.1250575574
ACMSD,3.3114424212
SCAT2,2.2135242821
ZNF280B,2.0370308785
GJB3,3.2582829336
OR51E1,2.8907450066
LINC00501,5.2194816953
ENSG00000257883,5.0341048036
UPK3A,3.1837897634
ENO3,2.7057834854
IGKV1.5,2.6547051141
CKMT1B,2.9027198571
PPP1R14BP2,3.526311592
IGKV1.8,2.913984499
ENSG00000224251,4.1895521933
KCND2,2.3707148321
PKP4.AS1,2.6133624529
IGHV1.46,2.6657495164
IGHV4.34,2.688921657
RNU4.2,5.8550735483
CASC16,4.5218759224
LHX1,6.1469780823
LCT,4.0310573053
LINC00628,3.8910228703
ENSG00000236908,3.1707880505
ENSG00000273001,2.3819766468
NKX3.2,3.7060035722
ENSG00000180806,3.3943670057
ENSG00000215158,2.1938609045
DUSP4,2.5031621023
SUN3,4.1828086278
DDN,2.5316722033
DIO2,2.4246953188
ENSG00000279427,2.7917462786
LINC01597,3.7253970246
IGKV3D.15,3.0262451009
XKR9,2.2503544171
PRDM12,3.2654320229
TEKT5,2.4443916624
NAALADL2.AS2,5.3384506634
SRMS,2.5250386495
HOXC12,8.2903707524
ENSG00000219159,5.7751393078
F2,5.8529411124
SYT2,2.7776883506
CKMT1A,2.819261452
CKM,3.1585088434
ENSG00000253666,4.1634081587
SLC25A48,4.271074876
LINC00707,3.9900340843
KIF5A,2.7650492014
OR2B6,3.8156763401
SPINK4,5.2000163743
ACTL8,6.5052420545
ENSG00000272202,3.3894819366
ABCB4,2.1951108602
KCNQ3,2.0267211861
ENSG00000263745,4.0975364653
ENSG00000260430,2.3965281032
ENSG00000253931,4.2004991571
IGFBPL1,2.4997747836
AGT,2.9431250522
SCN4A,3.3665521302
IGKV3.11,2.4513463592
SMCO2,2.6056670331
PTHLH,2.8334775116
EN2,4.1119710116
FOXH1,3.299829392
ENSG00000242575,5.4276037779
C2CD6,2.3549392826
ENSG00000258053,5.291633019
MUC5B,3.9236213944
FIRRE,2.7491522389
LINC00491,6.0138128295
SLC16A8,2.2545983224
HAL,2.7956237429
NUS1P2,3.8217623826
ENSG00000230894,5.3097660192
TGFBR3L,2.5960649097
ZNF887P,2.2526244691
AK4P1,2.4495356285
GFY,5.7179365176
DUSP5P1,3.5048266634
HIST3H2A,2.6535032334
ENSG00000234996,2.0841898669
LYPD8,4.4097261082
IGHV7.81,2.6326695704
ENSG00000255366,2.3141335062
ENSG00000263786,2.1099717815
AHNAK2,2.2727390968
FAM131C,3.5334956794
LINC02163,5.7758643201
CDX2,5.5189214776
CASC8,3.2904570458
ENSG00000231683,5.8825960388
ENSG00000232884,3.1737505449
WDR86,2.3127566099
RHCE,2.0759344519
DOK5,2.3113326459
HMGB3P6,3.6460204448
TSHR,2.5698818248
LINC02133,4.5300692765
ENSG00000275481,2.5934081759
FSD1,2.7047551493
FAM177B,3.0425675099
ENSG00000231519,2.8529889936
TRIM9,2.7941103283
IGHV3.23,2.4667174056
GPR35,2.3880258489
KIRREL2,3.7110984715
IVL,4.3469856892
HIST1H2BE,3.4503002453
ZIC5,5.7346315383
ENSG00000224817,5.4808897065
ENSG00000243944,5.1246442225
HCN2,2.4246894921
CTSV,2.4172904577
APBA2,2.028778977
IGLL5,2.3596280699
HIST1H2AJ,5.0320555484
HNF1A,3.8095966217
CYP4F23P,4.9506331574
ELAVL2,3.6429185797
EYS,2.2204488304
ENSG00000271662,2.5577307497
LIN28B,8.4860330459
EEF1E1P1,2.3774780943
DGKI,2.1814052609
COL6A4P2,2.2094297044
ENSG00000217275,3.030483453
ENSG00000254558,4.3637219162
SPINK2,2.8615001453
LINC02313,4.7434500455
ENSG00000275576,3.9717047699
ENSG00000251320,4.4001516631
ENSG00000171246,3.5828845508
ANGPTL3,4.0888806769
ENSG00000261327,2.6462976613
ENSG00000233589,4.2038583542
ENSG00000236841,2.2777670128
NOX5,2.786465382
WFDC10B,2.5166825669
SMIM24,3.5638538332
FOXD3,4.3055405728
LINP1,4.2902627898
PRSS1,4.9539445424
PNCK,2.9362766347
CDK5R2,3.8927518415
LINC01436,3.2795332683
MEGF10,2.9067477275
HOXC.AS3,5.9967743542
IGLV1.40,2.4465956771
BHMT2,3.0507987151
PCAT7,2.4117916972
ENSG00000271151,2.0157548124
ENSG00000259203,5.6988038644
ENSG00000229525,2.5058411701
LINC02029,4.3846281076
IGHV1.58,2.9810438428
LINC02475,4.2317952105
ALG1L5P,2.9409054687
TMEM249,3.0265762929
ZMAT4,4.8777530515
KRTAP5.1,2.2207001176
ENSG00000259674,3.4636174672
FNDC4,2.0202870626
ENSG00000273064,2.0427261898
CYCSP6,5.6782428768
ENSG00000279511,5.4228776527
NUP210L,2.540072888
ENSG00000259828,4.6263857045
MMP10,3.272263841
ERVV.1,4.8515589231
METTL11B,4.400933489
HGFAC,3.0550859002
IGKJ5,2.8489340476
IGHV1.69D,2.719592564
IGHV1OR15.2,2.9825751611
ENSG00000278467,2.5607039508
CACNA1E,2.8121476904
LINC01208,4.217767916
ENSG00000267943,3.9516317586
ENSG00000266968,5.0913830583
NR0B1,6.6114347156
NFE4,4.097088834
IGKV1D.33,4.0476168394
FGA,4.3296100577
ABCC11,2.0632072342
SULT4A1,3.9202393415
BPIFB2,4.6659706892
ENSG00000259345,2.5335932344
SNORA14B,3.7369475905
STEAP1B,2.5939803689
LINC02122,4.7767402752
CECR7,2.607745942
UGT2B11,5.9894492505
ENSG00000253665,4.6149633873
CPLX2,5.2270128514
HOXB7,2.1611945138
ENSG00000280269,3.5428128629
KCNQ2,4.4661631158
SCUBE3,2.3837066323
IGHV3.15,2.4784646437
ENSG00000204362,4.7237987501
LNCAROD,5.3744537523
SLC14A2,4.2503607113
IGKV2D.28,4.0389513824
ENSG00000258837,5.6778720245
LINC02495,3.2561986747
ENSG00000234695,4.1032384522
IGHV5.51,2.520265014
ENSG00000251144,4.1299843486
TRIM67,2.4380865355
ETNPPL,6.2989407533
ENSG00000226172,4.0386368719
RASGEF1C,3.5446323884
LINC02576,2.2931767878
PIWIL1,5.0230408191
BCO1,2.4063993086
ENSG00000262920,3.4600628591
NXPH1,4.5676300956
HELLPAR,2.0247598827
TRIM51BP,5.1029162172
IGLV3.12,3.0028782691
MUC6,4.586744197
CATSPERB,2.3446439312
MAGEA10,7.213683617
TEX48,3.9838978698
GRIK2,2.7046924317
DUXAP9,2.5808339643
HIST1H2BJ,2.4412705409
KCNU1,7.1313445424
SLC6A11,3.8131087341
XAGE1A,4.1763351175
CILP,2.529147768
LCN2,2.699871923
KRT18P8,2.0342611713
TWIST1,2.5440565713
IGKV1OR2.108,2.612182579
UGT1A6,4.7541237986
ENSG00000235023,2.9058549194
ENSG00000236449,3.5166347299
TBX10,4.457926211
FAM222A.AS1,2.8617588071
MIR4713HG,4.4010121846
ENSG00000267260,3.0587409893
STAU2.AS1,2.1223890462
CCNO,2.1668482755
IGBP1P4,4.1034489311
IGHV3.53,2.4675156347
ENSG00000260167,2.1771325591
ENSG00000226468,4.4563414954
HTR1D,2.764473954
ASCL1,4.8886128159
ENSG00000232386,2.0310155179
SCARNA10,4.9199255377
PKIB,2.1373840157
HIST1H4K,2.5836114134
HIST1H2AL,4.3115969833
IGLV1.51,2.4660554339
LINC02321,2.796435272
IGHV2.26,2.7506055163
FTCD,2.9631487566
ENSG00000274993,4.1291557878
ENSG00000274414,2.0474400756
LRRC15,2.4115759108
MTHFD1P1,2.6344492969
ENSG00000248545,5.0542087651
ENSG00000248268,5.0040016534
ENSG00000260253,4.0695366214
BECN2,4.0280948906
ATP5MC1P4,2.0748717416
CNGA1,2.3704134454
TF,3.457549779
MAFA.AS1,4.2023712396
FSIP2,2.8048351024
ENSG00000271275,4.1355839978
LINC01564,3.0769110731
ENSG00000262482,2.6392755718
ENSG00000260495,2.108332284
PPIAP45,3.4424955064
IGLV4.69,2.6076242523
MAGEC2,7.263801597
ENSG00000224899,5.2978333393
CRYBA2,4.7072548619
ENSG00000277840,2.6953602882
ENSG00000232006,3.7853440688
CXCL13,2.550045786
HIST1H4C,4.1426015165
TRIM17,2.275593099
SYT16,2.967431464
ENSG00000273203,2.7436147308
IGLV2.14,2.3611549167
ACHE,2.4621071423
ENSG00000279286,2.9971787035
ENSG00000222881,3.4190671881
CALML3,4.4015565029
ENSG00000244675,2.636226202
DQX1,2.855170058
ZNF670.ZNF695,2.2834615806
NPTX2,2.6391982092
CCDC154,2.441137295
ANKRD36C,2.6216655114
ENSG00000222032,3.2892543932
SCARNA6,3.5481109545
ENSG00000238273,2.5084288144
CFHR3,2.2904074914
ENSG00000231081,2.7027901587
LINC01287,4.654804436
IGSF1,2.8307532398
TNNC2,3.1783528242
ENSG00000253217,2.9926464256
ENSG00000244306,2.8164121531
ENSG00000261116,3.2700643676
KCNE4,2.4021945678
IGKV3D.11,2.3758141661
ENSG00000257443,3.0753340293
IGHV1.2,2.6361628607
WNK2,2.1220126325
CALCB,3.5846008547
IGHV1.3,3.0513233273
IGHV3.30,2.30796389
IGLON5,2.3080076961
AKR1C1,3.4700613193
DLX5,2.5301528344
IGHV1.18,2.4732139122
KHDC1L,4.8033750219
LINC02015,2.6517979037
CDA,2.5946897506
SLC25A21,2.1991753719
IGHV1OR21.1,2.8465536439
ENSG00000229178,2.5281705136
F7,3.1805758776
IGLV6.57,2.5628682386
MUC2,4.3111656427
TMEM75,3.8540935526
MCHR1,2.1016495894
IGLVI.70,3.2608911537
C1QL2,4.6422355717
SPINK13,3.1719755767
SNORA71A,3.0555467551
ENSG00000272945,2.0005862893
IGLC3,2.2670132692
SP5,2.4395915902
STEAP2.AS1,3.6236019334
IGHV4.4,2.8360486109
PPEF1,2.1364698579
GDNF,2.5857190957
CA10,4.8140680573
B4GALNT2,3.8110412152
LINC01529,4.3139078753
ENSG00000177359,2.5850414239
GCM1,2.8982194822
C1orf105,3.6520529574
ENSG00000235277,6.0576715231
ENSG00000277566,2.6512845194
ENSG00000201134,2.5184759159
TPTE2,2.5881612822
TMPRSS11D,4.0519218649
MUC4,2.4721454766
PRRX2,2.2259722311
LINC00941,3.2139403932
IGLV3.25,2.4271274996
NMNAT2,2.6451493455
MYBPH,3.2651710301
GUCY1B2,2.2618626765
ENSG00000201464,4.7117047802
RUFY4,2.2402150825
ENSG00000254854,2.3623293292
IGKV1.9,2.3905416001
TRIM16L,2.058264425
ENSG00000253796,2.9256603137
SYT13,4.0262001608
ENSG00000240086,4.1594226371
IGHV3.79,2.5633021609
SPRR2D,4.5442365108
SLC7A9,2.8887277606
KRT15,2.349864762
HOXC6,2.5165720681
PNMA3,2.7438299182
SLC44A5,2.5748897918
ENSG00000232850,2.5533975207
IGLV3.19,2.4465602405
SEPT12,3.9351638067
HOXA13,5.7986754358
IGKV3OR2.268,2.5014584939
MIR137HG,5.139973731
ENSG00000244676,3.0014588395
ENSG00000253706,5.362519734
CDH15,2.2514826538
ENSG00000257279,2.840429572
ENSG00000274356,2.9530015018
GCKR,2.822455246
IGHV4.55,2.2174689125
KLHL2P1,2.0745263988
RET,2.9607267399
NKAIN3.IT1,4.5314291601
AKR1C4,4.0796268768
PNPLA5,5.3933441796
JPH3,3.0456367598
ENSG00000258386,3.6615868803
SLC5A5,3.4026293167
ENSG00000235300,4.480622956
RPL3L,2.0481555131
ENSG00000267709,2.4101357991
PRAP1,3.4671575884
LINC01587,3.2733286577
IGKV1.17,2.420712881
ENSG00000262703,2.3812288387
ENSG00000230623,2.9150165504
ENSG00000249852,2.5270394557
ENSG00000273297,2.4545053961
EGOT,2.6498102524
IGHV3.64,2.925603191
ENSG00000269489,2.3997539473
GAPDHP63,2.0255190697
IGKV3.7,2.3598565939
LINC01419,8.0783002464
IGHV1OR15.9,2.6069601485
ENSG00000274372,2.7913164868
POU6F2.AS2,6.1392802569
ANKRD18B,2.9574728634
IGHV3.11,2.3685403183
ENSG00000179031,2.6130901799
LINC01393,2.219950294
IGHJ2,2.5257747451
ENSG00000277210,4.0591065848
TFF2,6.5385501343
TMEM88B,3.0411885152
INSYN2A,2.5666103746
LINC01970,2.2010667942
WDR97,2.0653138368
ENSG00000259727,3.7376302027
IGHV1.67,2.5008090438
HAGLROS,2.5247208451
SERPINB4,4.7737587091
IGKV1.13,3.326293941
CEMIP,2.1321374579
SCARNA13,3.1159190126
HOXA11.AS,4.4488876414
KIF3AP1,3.8201692856
CSTL1,4.6927836314
ARL14,3.814496063
ENSG00000230533,4.4067253459
UBE2QL1,2.3742260674
IGHV4.28,2.2544561835
SEPT14P12,3.5101770992
SATB2.AS1,3.0539358219
KCNG2,2.1161228751
TGM5,3.2480767508
ENSG00000197476,2.8680762892
SNORA12,4.2032720273
IGHV2.5,2.5047077245
TEX45,2.2180785065
ENSG00000248571,2.8113294112
CDHR2,3.0772459787
ENSG00000255836,3.1939105862
ENSG00000259306,4.4805523641
ENSG00000253477,5.363292646
PNMA5,3.8233133533
NCAPD2P1,4.5374612153
ENSG00000262172,3.3415772878
ENSG00000258446,3.0745284913
MZB1,2.0448121309
IGHV4.61,2.4589609867
LINC00866,3.0376914376
ENSG00000231892,3.8822297171
KRT3,3.8541866934
IGLV1.47,2.2646723867
ENSG00000180458,3.5864266118
TUBB8,2.0139943887
IGHV3.48,2.3906454261
LINC02387,3.6462353535
DPP10.AS1,3.3357445316
ENSG00000226668,4.6437755899
OACYLP,2.402032663
MIXL1,2.0045447405
SNORD14E,2.3296532826
LINC01876,2.4636392791
ENSG00000267778,3.1417564589
HCAR1,2.4713764192
VSTM2L,2.1597846625
HIST1H2BL,2.9344650234
MTNR1A,3.9042616645
ST8SIA2,3.1512394368
ENSG00000269779,5.114637393
CCL25,3.002915474
ENSG00000267670,2.9558183439
ZBTB8B,2.8263252032
LINC00519,2.2242708492
LINC01615,2.33844759
IGLV2.23,2.3137781642
PLD5,2.7785780771
COL2A1,3.945798899
CREG2,2.6837965167
TTLL11.IT1,3.3914758171
ADAMDEC1,2.2692773386
CNGB3,3.0049982132
IGLV3.1,2.3469216944
KCNK9,3.5444388201
ENSG00000224220,2.2880835084
SLC39A5,2.8744840595
IGHV4.39,2.3190485547
LINC01980,6.725334953
IGKV1.16,2.4721901739
KCNJ10,2.1323431192
LINC00513,2.5863648685
LBP,3.7988227089
IGKV3.20,2.192439399
ENSG00000280171,5.1104054686
GABRQ,3.5657701975
ENSG00000272088,2.206644324
ENSG00000254548,3.1501578061
FAM83B,3.2298759125
ENSG00000271788,2.0996920288
ENSG00000253227,4.444603408
IGLV2.8,2.3469005188
THEGL,3.1771196011
HIST2H2AC,2.0255488878
IGKV1D.17,3.2944049181
ENSG00000255100,2.0693825196
IGLV1.50,2.4091765953
TIMM8AP1,2.4384573286
CDC37P1,3.0591443221
SLC6A17,2.7460153454
ENSG00000224409,4.2139757694
ENSG00000262198,3.5988077947
STRC,2.9161787282
ENSG00000233682,2.3423331351
CELF3,3.7340102348
USH1G,3.5929410743
JAKMIP3,2.3685898441
ENSG00000258088,3.5540021756
HIST1H3F,5.1724154714
RPS16P9,4.8970924882
ENSG00000129991,2.9837238721
IGHV3.66,2.3472497316
ADAMTS20,4.9202438625
SNORD60,2.0931927026
ENSG00000255050,2.3179509671
SCARNA12,2.9670895091
A2ML1,3.2253191251
THEG,3.7181519663
ENSG00000275613,3.402124296
ENSG00000255966,2.2522471972
IGHV3OR16.11,3.1881505218
FBXO36P1,3.3908648191
STPG3,2.2862976675
TMPOP2,2.406872198
IGHV1.17,2.9453439779
ENSG00000228613,2.7520836793
LINC01194,6.8165604488
ELOVL4,2.1407970352
HIST1H2BM,4.9813733221
COX7B2,8.7799909061
CNTNAP2,3.0187763961
DMRTC2,5.5667545495
NELL1,4.2251347904
LINC01535,2.225727214
ENSG00000255545,2.9497860708
LINC02428,4.5693995318
ENSG00000266869,4.9878639235
ENSG00000278954,2.6220929026
ALG1L3P,4.199949565
HIST1H4D,4.0584274951
ENSG00000203635,2.7020890986
HOXB8,3.4367493964
HIST1H2APS3,4.0793150821
ENSG00000257869,5.710066129
VTCN1,2.8403325783
MUC16,2.9557128173
ENSG00000255595,4.4398760938
ENSG00000279191,2.2047632774
ENSG00000272438,3.4684018692
ENSG00000250697,4.3406191312
UGT8,2.1116698608
IGLV3.9,2.533307569
LINC01979,2.4322979475
PNMA6A,2.2158482921
GCGR,3.5382772515
IGKV1.39,2.7763100327
ENSG00000259457,5.3031270092
MIR9.3HG,2.4628643526
NANOGP1,3.5053969083
LINC01213,4.1195853441
ENSG00000258798,2.7133526502
SNORD46,2.0778216657
ENSG00000235563,3.2873922623
ENSG00000279419,2.6565319543
IGKV2D.40,2.8299312625
IGLC2,2.0296197434
IGHV3.71,2.3332860133
VWDE,2.2299843258
KCP,2.1810544924
CALML5,5.4437994343
ENSG00000238840,3.864702607
ENSG00000256482,3.6904681114
IGHJ3P,2.4991456951
ENSG00000037965,2.8165387998
IGKV2OR22.4,2.5519748656
LINC02562,2.2370844422
KRT78,2.8404719075
SNORA23,4.7901458977
ENSG00000261798,2.0307993211
ENSG00000274038,2.0468482055
PRSS46P,2.6954477491
NPBWR1,3.585275852
LINC01561,3.3726181302
OPRD1,2.3935701369
APCDD1L.DT,2.8426382031
CASP14,6.9184164845
FGF5,4.1007139004
ENSG00000251093,4.1318039198
IGHV3.52,2.3741749893
LAGE3P1,2.1277310838
PURPL,4.3440845278
SCARNA22,4.1710167655
SALRNA1,2.714639003
ENSG00000260597,3.8749645433
WDR87,3.9022565938
CALML6,2.3538813766
MYADML2,2.6893819765
ENSG00000249743,5.1192431351
SLC5A12,3.115086564
CHODL,2.2441012268
LINC02365,3.4396371583
ENSG00000279862,2.7275331669
ENSG00000273445,2.1101262506
SNORA38B,4.2198532374
RNF225,2.6535725486
LPO,2.4029304774
CAMK2B,2.834968912
ENSG00000280383,2.0111183434
IGHV3.73,2.7124171177
CLCA3P,3.3134577578
LINC02156,3.4373040746
TEX55,3.9687652258
LINC01926,3.5194749962
PRDM13,5.1381211796
ENSG00000254777,2.240641791
ENSG00000275092,2.4731377411
SNORD15B,3.1044118076
VSIG1,3.2966333946
SLC35F3,2.2112714507
HMGB2P1,2.3601939953
ENSG00000257954,2.389513335
ENSG00000248265,2.1500600851
BTNL10,2.1404636372
ENSG00000244791,3.5176020332
LINC02398,3.7377177707
ENSG00000280069,2.2809754053
PLK5,3.8649272857
FSTL4,2.6318383311
HOXC.AS1,3.5552612514
SALL3,4.5475785882
SNORA79B,4.0008729669
ENSG00000256955,3.9163049699
ENSG00000267056,3.7061365752
IGKV1OR22.1,2.6750983473
HOXA11,4.3092668554
DSCR8,6.7291283881
IGHV3OR16.9,2.3471554515
IGHV3.49,2.269945614
LINC00567,3.5402431512
IGHV2.70,2.4248584552
KRT20,4.9893157059
SLC30A2,2.7849952864
ENSG00000231270,3.8943041961
STPG3.AS1,2.1872421654
BNIP3P10,2.8813432909
NECAB2,2.6037801913
ADGRB1,2.2469264538
IGLV3.10,2.4903404288
LINC01804,5.2632694112
GFRA3,2.9796187979
TRPA1,2.521373689
ENSG00000230725,3.5988463762
GRM4,2.6806717349
MIR2052HG,4.0349505001
ENSG00000224417,4.8090172911
LINC01807,5.2019705237
IGHJ1,2.8244888603
SLCO1B1,5.2587231982
ESPNP,2.6758172113
SST,6.4099483696
MYH6,3.8818651612
IGHV1.69,2.5678188824
LINC01843,2.1822757541
LINC00648,4.2267794353
ENSG00000236364,2.2919098634
PLAC4,3.5194953176
HEPHL1,2.4259469076
IGKV3D.20,2.1779366216
ENSG00000268460,2.5428184948
ENSG00000279114,2.7323722808
FRMPD3,2.0058010708
KLK8,4.7183622838
ENSG00000225173,2.8739542766
DPEP1,2.12320085
C10orf90,3.9609954639
SBSN,3.2987569343
HIST2H2AB,4.1612538196
NEB,2.1312617447
TFF3,2.9656522059
ENSG00000237643,3.3341279385
IGLV2.28,2.382317348
ENSG00000272980,2.3494755944
ENSG00000278263,2.4170778003
RNU4.1,4.8499878892
LINC01971,3.4303645594
MAGEA8,4.0042252531
ANKRD7,2.3054435339
IGHV3.21,2.1928473844
IGKV2D.29,2.4675386633
ENSG00000250230,2.5871504623
ZNF280A,5.2006799455
ENSG00000225532,3.8671969517
AFP,4.7042511199
IGHV3OR16.13,2.3453839347
ENSG00000249413,4.7462978767
SNRPCP1,4.6888418592
IGHV3.35,2.2899288095
ENSG00000261502,4.5432440557
LHB,2.1450184891
CNTNAP4,4.356922463
ENSG00000223931,2.2435151808
ENSG00000280114,3.4600519286
TDRD1,2.8768776002
IGHV3.41,2.2562146758
SLC38A8,3.860529388
ISL1,4.299469794
CALY,3.0989996784
ENSG00000224090,2.0179484477
ENSG00000270919,3.7569099721
SNORA71C,2.3030828938
BRSK2,2.1172637064
ENSG00000232615,2.2369581837
ENSG00000257654,4.7022411961
DLX3,2.1334992995
ENSG00000255910,2.9749319833
SLC28A1,2.3861305357
ENSG00000225871,2.1245475109
GPR78,2.2664273977
KCNV1,3.8817952318
ENSG00000273328,2.6981465863
IGKV1OR22.5,2.68236385
FETUB,4.1795446136
ENSG00000145063,2.0362651842
IGKV1OR2.6,2.6153005127
SLC1A7,2.9554000322
ENSG00000214772,2.4297600109
IGHV3OR15.7,2.333187306
ENSG00000250167,3.8869230092
IGHV3OR16.8,2.3313389701
ENSG00000189229,4.5677150532
ENSG00000276434,2.5188818745
ADGRF1,2.4559218186
ENSG00000229162,2.4756903962
ENSG00000225857,2.9423892389
ENSG00000264808,2.090927724
AMBP,2.9349223478
IGHV3.20,2.3917976749
ENSG00000235651,2.5560004319
IGHV4.31,2.3016149956
MSI1,2.4890301404
IGLV3.29,3.5006701619
ENSG00000224271,5.3250428646
HOXA1,2.2021424826
TMEM74,2.4942331783
XAGE1B,3.4842659409
IGLL1,2.7144686007
ENSG00000229261,3.6441014764
ENSG00000260763,5.4367508203
ENSG00000218416,2.1490400251
ENSG00000258346,3.8946260655
BTBD16,2.2358607648
LRRC14B,3.2737775039
IGKV1D.39,2.8669152659
LINC01792,3.5684869502
MAGEA1,6.5445514613
LINC00626,3.6607723007
PPY2P,4.8597694116
CASP1P2,2.124519662
ALOX12P2,2.077225543
FZD9,2.6256415367
HOXD11,5.6967173292
CACNA1I,2.1802012239
ERVV.2,5.4728634683
CALB1,3.1291285667
ENSG00000222022,3.0971651309
NAT16,3.3910953543
NLRP11,3.3881473001
ENSG00000242154,2.4288233461
ENSG00000279791,2.8330362085
ENSG00000250874,5.1573808272
ENSG00000267506,3.3639313408
ENSG00000263325,2.1520147901
KRT75,4.8998762909
IGKV1D.16,2.3458042828
ENSG00000271830,4.9409179618
ENSG00000223945,2.0844062897
KCNC2,5.1886410101
CYP4F11,3.1041802693
GAPDHP62,2.137684691
LINC01136,2.0389707465
TLX1,4.5577746897
ENSG00000237588,3.0705062384
LINC02257,2.2438097793
ENSG00000251893,3.6351505221
RFLENSG00000178882,2.077964393
CLDN9,2.2543029837
BCAR4,5.1426978724
IGLV5.45,2.3924817909
PGAM1P7,2.3116161291
TAC4,2.4058661621
FAR2P4,5.252025156
RUNDC3A,2.2711637957
ASNSP1,5.9200960002
TLX2,2.8332379038
HIST1H2BI,5.1180194066
IGKV1.27,2.1713969553
HOXD4,2.8777576062
LINC01305,4.4431271529
ENSG00000259723,3.5629215056
LHFPL4,3.4990499606
GLYATL2,3.7085082636
TUBB4A,2.4264319331
MSLNL,3.05677417
RNY1,6.2597501665
ENSG00000280179,3.5177547278
ENSG00000260777,3.3010155204
ENSG00000225107,4.2469838072
ENSG00000265194,2.1141918759
KRT14,3.259552636
IGKV1.6,2.0584908488
SNORD94,2.2041576188
ENSG00000223599,2.0280469292
IGHVII.78.1,3.2346131495
ENSG00000254632,3.7528817737
SLC38A3,2.6172007464
TMPRSS6,2.4518352075
HMGA1P1,2.7744471343
LINC01224,2.6845130491
KRT17,2.6860909742
IGKV6.21,2.5849410363
ENSG00000258760,2.1089754662
C5orf46,2.0854987036
ENSG00000281179,3.7383843914
ENSG00000233246,2.8663620331
ENSG00000231482,3.4180306017
EPHA8,3.642795963
ENSG00000228874,3.6198073256
FAM86LP,2.9676874815
WTAPP1,2.3314912404
RHCG,2.9737771427
LINC00466,3.9267746436
ENSG00000261298,4.1883966167
IGFL1,3.814100819
ENSG00000234937,2.1885665814
ENSG00000271969,2.4718295972
CDK8P2,4.1892724628
ENSG00000281386,4.1386891035
RNU6.1161P,2.5455285554
LINC02036,2.0263244863
DPYSL5,4.7002584046
CCDC162P,2.1838771414
ENSG00000217644,2.0011105474
NEFH,2.6818553059
KIF25.AS1,3.4332590149
SMIM31,2.6521755851
RGS7,3.0383647975
IGHV2.70D,2.5995930841
IGHV1OR16.1,2.8331731679
PRAC2,5.2069302537
GDA,3.2965925899
NDP,2.9187850397
AQP6,2.5737511552
LINC01518,5.3438092357
ENSG00000171136,2.7096366176
LINC00824,3.6351897551
BNIP3P24,3.4271498647
CA5A,2.203321446
IGKV5.2,2.3548360964
ARSE,2.0538364738
MAGEA4,7.3619395365
PCSK1N,2.3541815042
HIST1H4J,2.3455595494
ENSG00000231331,2.5051613042
ENSG00000255026,2.1464561474
KISS1,2.0962148619
ITIH6,3.1865687846
LINC02253,5.1553118931
IGKV3D.7,3.2216404346
ENSG00000227189,2.6454547076
ENSG00000272071,2.7468703078
ENSG00000254645,4.1765043299
SLC9A3,2.0442676878
PIWIL3,5.6520862515
ENSG00000236212,3.7518814166
IGHV3.7,2.0424045024
IGKV2.28,2.654535371
ENSG00000254348,2.3670794598
UGT1A10,6.458930897
RN7SKP97,2.3312024086
ENSG00000166104,2.6295875354
ENSG00000258919,2.0582258816
ENSG00000232936,2.9740601568
C6orf15,4.7411209464
ENSG00000251639,2.2690518077
ENSG00000258525,2.760035791
ENSG00000228561,2.0510871704
SNORA74B,4.3457693682
USH1C,3.1122366879
HNRNPA1P27,2.1331457358
SYT5,2.796041878
IGHV3.19,2.1423641011
ENSG00000279949,2.7223215785
RETNLB,4.1049116826
ENSG00000230918,2.2695535457
RNF222,2.7448063377
BCL2L12P1,3.0782774087
ENSG00000266401,3.3854341493
LINC02324,2.9994806338
FOXE3,3.384283734
ENSG00000267372,2.4535892512
HOXD13,6.1804503694
ENSG00000268812,2.0198218494
ACTG1P22,2.8324954686
FCRL4,2.2750536963
HIST1H2AB,4.1492221731
FAM83C.AS1,2.5344499755
ENSG00000248968,2.6172379616
IGHV3OR16.10,2.4847589814
ENSG00000232774,2.3221785602
LINC02616,6.0356211811
CSAG3,5.5193327921
CYP4F3,3.1682530565
ENSG00000259680,2.2885581716
RNY4P19,3.1898294094
ENSG00000260498,3.1488713526
ENSG00000227579,4.0316903077
MCF2,2.5791333136
ZIC1,4.7975044647
GAP43,2.4652736195
SMPX,2.8264342857
LEMD1.AS1,2.3915828819
IGFL2.AS1,3.4571318248
ENSG00000236347,4.5889972772
ISM2,3.1351706214
ENSG00000232298,2.618876194
