gene_ids,log2FoldChange
GAGE2A,4.460828006
SNORA50A.1,2.2690886138
ENSG00000233342,2.7400952424
SNORA79,2.8566836504
TUNAR,2.1441306763
ENSG00000229173,2.1300492092
ENSG00000234041,2.0116288369
VN1R54P,2.5367547594
BNIP3P7,2.7505936943
ENSG00000224467,2.5141689156
ENSG00000279482,2.1343290682
RN7SKP25,2.5919757681
RCC2P4,2.1317845418
ENSG00000272477,3.6063396435
ENSG00000261564,3.3897442096
ENSG00000243486,2.1944623387
RNU6.1062P,2.6381796572
RN7SL683P,3.2911466783
ENSG00000228568,2.6979326714
ENSG00000270620,2.2082742043
MIR6081,2.0611159293
MIR670HG,2.6554338846
ENSG00000248432,2.5254301222
ENSG00000201343,3.3011058071
MZT1P1,2.778338277
ENSG00000264734,2.9261045867
ENSG00000200355,2.5608244799
ENSG00000250749,2.4156122356
ENSG00000225898,2.4458516939
RNU4.80P,2.0017408461
ENSG00000271100,2.4084751916
SCHLAP1,2.910833505
ENSG00000249318,2.3988562748
ENSG00000243314,2.5313100209
ENSG00000253524,2.7772378696
ENSG00000248340,2.5782520738
HMGB3P13,2.0299231804
IFNL4P1,2.2037087211
ENSG00000278413,2.598428296
APCS,3.3432238387
MIR4802,2.458588618
RPL23AP40,2.6293315607
PPP1R11P2,2.1650922415
ENSG00000274614,2.6212220889
ENSG00000249098,2.5258511891
RNA5SP278,2.0809703592
MIR181A2,2.3689383177
ENSG00000237551,2.1985154009
LATS2.AS1,2.6935359821
LINC01878,2.9233827562
TRAJ21,2.3527630061
RN7SL126P,2.4001759056
ENSG00000270487,2.4852416876
ENSG00000206592,2.3937956714
RNU7.124P,3.093616613
ENSG00000229229,2.166383512
MTND5P26,3.1993908103
ENSG00000218313,2.2102067359
ENSG00000269950,2.2967818055
ENSG00000260723,2.0334514686
ENSG00000241149,3.1032290635
RNU7.11P,2.2034785735
ENSG00000270377,2.9341086854
RNU6.681P,3.7352220004
PPP1R2P10,3.2050092983
ENSG00000271208,2.2711427891
MIR3140,3.8034843732
ENSG00000242318,2.5691028122
EEF1B2P5,2.1968766508
ENSG00000248200,2.0632673247
ENSG00000255372,2.0631402749
RNU11.2P,3.2106580621
ENSG00000200351,2.2766714126
WASF3.AS1,2.2169642402
ENSG00000278099,4.0239257622
SERPINA7,2.1392143042
ENSG00000251199,3.4435890315
RNU6.1045P,2.5699021254
ENSG00000212411,2.9238362575
ENSG00000199762,2.4057086713
RPL22P23,2.4367665372
ENSG00000230936,2.4545296739
UST.AS1,2.2406420196
RNU6.876P,2.0589650617
ENSG00000235774,2.3946453393
ENSG00000257062,2.6640327334
ENSG00000206779,2.4280945163
ENSG00000275119,2.6231610002
ENSG00000199459,3.2131033611
ENSG00000254557,2.3041719087
CDCA4P3,2.2791388164
ENSG00000253042,3.0467281752
ENSG00000255060,2.4075818527
ENSG00000203647,2.3520494943
LINC02522,2.1827027212
SCARNA23,3.2464185705
ENSG00000279300,2.0099513199
SLC9A9.AS1,3.1253282662
ENSG00000225832,2.2739823991
ENSG00000226394,2.3217937889
ENSG00000224029,2.2106836127
ENSG00000277047,2.0737937707
ENSG00000213287,2.5275108745
SNORD116.6,2.0249585499
ENSG00000266885,2.5482731939
GRM7.AS3,2.2628675335
ENSG00000253872,2.0270912002
ENSG00000224412,2.3102980529
RPL39P26,2.489202428
MAST4.IT1,2.7293466826
ENSG00000200883,2.7970235143
ENSG00000254915,2.744740135
RNU5A.8P,3.2620861672
PLS1.AS1,2.413702091
ENSG00000226010,2.5333804587
MIR4296,2.1352856066
FAM204CP,2.5962898526
ENSG00000207092,2.4059077246
KRTAP1.1,2.0130741204
ENSG00000249623,2.5034735703
ENSG00000268873,2.1765642899
ENSG00000200855,2.3983164015
ENSG00000223646,2.5610437105
RN7SL493P,2.3114917551
ENSG00000207086,2.3060354328
ENSG00000218521,3.6834717317
ENSG00000202071,2.9959481933
SIRLNT,2.3890899538
ENSG00000252904,3.5941051512
ENSG00000253526,3.1286148594
CRCT1,2.1914151967
ENSG00000258928,3.0284493152
LINC01733,2.1334679466
RPL17P17,2.4667506978
RNU7.79P,3.0963631898
LINC02262,2.1611375477
ZBTB20.AS3,3.464520272
ENSG00000251112,2.4811706899
HS6ST2.AS1,2.3977755731
LINC02306,2.1643731821
RN7SKP235,2.0541061345
ENSG00000259862,2.3120607526
H2BFWT,2.4564606643
ENSG00000225673,2.0508029257
ENSG00000236724,2.1878318333
ENSG00000237041,2.2270703413
ENSG00000260378,2.1374212155
ENSG00000257754,2.4206099371
ENSG00000272164,2.7397591455
ENSG00000257284,3.4970849192
ENSG00000255317,2.4338883919
ENSG00000264596,2.9576962089
MRPS6P2,2.845695086
ENSG00000232085,3.0882965418
TRAJ22,2.1829311599
ENSG00000271917,2.1946236768
RNU2.59P,3.4375084149
ENSG00000279836,2.8450419177
RN7SL756P,2.1620363641
ENSG00000251059,2.1155819821
SPANXD,2.9521355769
ENSG00000235833,3.0946104603
RNA5SP33,2.7559874389
ENSG00000250775,2.9022471452
MIR1245A,2.6599674219
ENSG00000121388,3.7122788285
ETS1.AS1,2.2208934569
ENSG00000241546,3.5053508899
ENSG00000234426,2.3385764361
RN7SL715P,2.6539788951
RNA5SP168,2.7582582482
ANKRD30BP2,2.2255254353
RNU1.19P,2.5293659786
THUMPD3P1,2.2697207189
HMGB4,2.568550454
ENSG00000268659,3.041215406
RUNX2.AS1,2.0681287245
LINC01665,2.2530058748
RPL12P24,2.6574353148
UBE2L2,2.310192941
RNU6.606P,2.078334176
ENSG00000225303,3.3261764675
DSCR10,2.2231959511
HNRNPA1P29,2.8840538681
ENSG00000222511,2.6983763289
DDX3P2,2.1110670314
RNU6.1176P,2.1607724028
MTND2P26,2.4362543043
LINC02008,2.4304987426
DEFA5,3.796899393
RSU1P3,3.0801932658
MAGEB16,2.9784315642
RNU1.87P,2.932721396
ENSG00000272479,2.5084681136
YBX1P3,2.3673679137
RN7SL660P,2.0013048881
MIR569,2.2941758072
RN7SL408P,2.3653663091
OR8G3P,2.3964093792
ENSG00000265980,2.7417703106
ENSG00000248114,2.0872869611
MIR548K,2.5784478747
ENSG00000254710,2.7196444002
MIR3619,2.0119537214
RN7SKP95,2.3088614475
RNU6.786P,2.1561222329
RNU6.123P,2.043896197
RN7SL517P,2.6229254082
RNU6.268P,2.1969060348
TRAJ14,2.0426386547
ENSG00000201047,2.7467783377
MIR454,2.1253483419
ENSG00000270555,2.468507562
RN7SKP219,2.3316767299
RBM22P4,2.8677084968
RNY4P34,2.2161456931
RBMS3.AS1,2.0941570377
MRGPRG.AS1,2.1601541334
ENSG00000276214,3.2011748951
ENSG00000249116,2.6261367792
ENSG00000223911,2.2980480082
ENSG00000253573,2.2081053398
FEZF2,2.0515872232
WASF1P1,2.1953498226
ENSG00000237971,3.5759164037
ENSG00000259560,2.4559901997
RN7SL769P,2.5132040717
CACNA1C.AS4,2.3641297274
ENSG00000276486,2.2682181882
ENSG00000206784,2.7723917416
ENSG00000235279,3.5609343542
ENSG00000232184,2.7388229552
ENSG00000201800,2.4855702891
ENSG00000239696,2.0970600437
ENSG00000248629,2.5855270222
ESX1,2.5377519325
RNY1P15,2.2254758611
PRB1,2.5143159279
ENSG00000227072,2.1857793137
ENSG00000258065,2.7623670752
ENSG00000242152,2.7208663338
ENSG00000240354,2.2428191089
SNORD56B,3.4008528026
ENSG00000201178,2.1188297028
NF1P8,2.7057441947
RNU6.946P,3.0021486352
MAGEA2,2.1026440228
RN7SKP158,2.3891229871
LINC02448,2.4571090599
GTF2IP6,2.6905060468
ENSG00000279439,2.423551297
ENSG00000257494,2.3392284548
ENSG00000250838,2.7955336939
HECW1.IT1,2.8080670075
ENSG00000226163,2.3673261073
PSG8,2.1655055042
HSPA8P13,2.2134490952
RN7SKP79,3.2566066597
RNU6.251P,2.8657133136
ENSG00000222467,3.2887098747
ENSG00000201619,2.9896918567
MIR4762,2.3236446874
DDI1,2.1637471232
ENSG00000249691,3.2090825309
ENSG00000238297,2.1756725159
ENSG00000226523,2.1041531229
ELMO1.AS1,2.724258855
RPS26P42,2.4958215351
GJA6P,2.1925571563
RN7SKP227,4.9299882653
AMELX,2.3016873669
GAGE1,2.9961214061
ENSG00000280229,2.0126195888
ZNF385D.AS1,2.0794075771
RNU1.27P,2.2214669605
RERG.AS1,2.3114860575
ENSG00000253499,2.3961475018
ENSG00000257947,2.1608351464
RN7SL288P,2.019546149
MTCYBP43,2.3985786734
RNU6.619P,2.8529173927
ENSG00000251423,2.3886298018
ENSG00000275212,2.3893684652
ENSG00000235880,2.1023965901
ENSG00000254672,2.2998848746
ENSG00000277918,3.375119634
ENSG00000229339,2.658392683
KCND3.AS1,2.0209906172
ENSG00000234784,3.8409317111
ENSG00000260594,2.7387790599
RNU6.1003P,2.5625974855
ENSG00000249049,2.7359687003
ENSG00000253059,2.3413497037
RNU6.77P,2.9900002018
RN7SL330P,2.3036934606
MTCYBP32,3.2805981153
DPRXP5,2.0769213496
MIR1262,2.1355948407
ENSG00000280280,2.1127600952
ZNF679,2.3505624839
EIF4E2P1,3.137262821
ENSG00000231718,2.4773787523
ENSG00000273840,2.9528990627
ENSG00000260029,2.1030465268
ENSG00000280284,3.1572261169
RPL30P13,2.2517039278
GPC6.AS1,2.242762155
RN7SL615P,2.448816362
ENSG00000234710,2.3061971858
RNY3P12,2.1925129716
BNIP3P6,2.7943941091
SOX5.AS1,2.7156774107
ENSG00000279819,3.4908118421
RN7SL630P,2.3942095138
RNU6.60P,2.4473070966
ENSG00000275348,2.0428694434
ENSG00000265316,2.5428822097
SOX1.OT,2.0936296561
ENSG00000254730,3.2661360146
RNA5SP202,2.3241101236
CACNA1C.IT3,3.6120834807
ATG10.AS1,3.0712106496
RN7SKP56,2.5200907243
ENSG00000272215,2.8693217355
RNY4,3.2537789534
CSMD2.AS1,2.4439702939
ENSG00000258827,2.2500019795
MIR5687,2.7357906856
ENSG00000248984,2.8328480561
ENSG00000169164,2.2083942305
ENSG00000239311,3.3217160385
ENSG00000201957,2.2695590261
MIR5739,2.9109805626
SPAG11B,3.2225378225
RNU6.1196P,2.1810282448
KLF4P1,2.1521607075
ENSG00000274954,2.0122661093
MTND1P34,2.0660760262
ENSG00000273571,2.4799900975
ENSG00000280115,3.007413358
XAGE5,2.4294413815
ENSG00000261191,2.3051452505
RNU6.750P,2.5251369604
MTND1P36,2.1122201394
RN7SKP253,2.0487858759
ENSG00000248762,2.5797778225
ENSG00000201791,2.6971587397
ENSG00000278880,3.3288829812
MIR4729,2.2109384354
MIR3679,2.1749382531
PABPC1L2A,2.0149034106
RNU6.198P,2.250516303
RNU6.373P,2.9891565044
ENSG00000256557,2.1399027514
ENSG00000239129,3.043342011
ENSG00000212338,2.2588942125
ENSG00000237011,2.8906547178
ENSG00000230575,3.0779151512
RNU6.1188P,2.8323245416
RNU7.70P,2.4022941177
ENSG00000220446,2.6419207115
ENSG00000279733,2.6685505164
PABPC1L2B,2.1367541931
ENSG00000255866,2.2232146086
ENSG00000279783,2.469305509
GTF3AP2,2.5795014899
RN7SL308P,2.4306321122
ENSG00000229294,2.1181517107
ENSG00000275016,2.2540125352
MRPS10P2,2.310678588
ENSG00000251456,3.4735594562
ENSG00000212624,2.0269850216
ENSG00000233021,2.1794931664
RNU6.260P,2.3983494101
ENSG00000250592,3.1491162596
ENSG00000232392,2.061325523
RN7SL7P,2.4051805233
ENSG00000270776,2.3903047571
ENSG00000222579,2.1605413013
LINC01448,2.1867614103
TLE7,2.6425528379
ENSG00000235429,2.828761117
ENSG00000235218,2.0041026162
RNU7.96P,2.2821457454
ENSG00000207368,2.2813301858
NUDT19P4,2.5442288338
ENSG00000252800,2.3928081638
ENSG00000270324,3.4081949334
MIR2278,2.0533341057
RNU6.859P,2.1871075996
ENSG00000242963,2.1273831368
ENSG00000252719,2.6622870956
ENSG00000250189,2.5818293326
LINC01793,2.2957352033
ENSG00000207286,3.2032578236
DEFA9P,2.346915124
RNU4.31P,2.1249144156
HSPE1P28,2.5983733181
ENSG00000229087,2.0895713327
MIR1256,2.2609764972
ENSG00000229668,2.4570227014
RN7SKP184,2.5474678287
RNU4.87P,2.8367429031
RNU6.522P,3.4160952343
ENSG00000260958,2.031033732
LINC00392,2.7671216368
ENSG00000269466,2.2496662237
NAALADL2.AS1,2.8535993212
RN7SL174P,2.3817234277
ENSG00000278701,2.4287333034
ENSG00000250955,2.3876000125
OR8A1,2.0655231761
RNU1.2,2.1632527124
MIR151A,2.4946246248
SRGAP3.AS3,2.4505187679
ENSG00000278255,3.1214543549
ENSG00000251805,2.0444659863
ENSG00000227466,2.6135847709
SNORA35B,3.5093494647
ENSG00000207139,2.9102864417
RNU6.987P,2.1056764999
RNU4.9P,2.1216465803
RNU6.433P,2.5901061273
PIGFP2,3.6839369649
ENSG00000231132,3.6383990564
RNA5SP20,2.4975234736
MTND4LP9,2.0352605353
ENSG00000240888,2.0869527955
RNU1.109P,2.4288284289
ENSG00000276359,2.6227248702
RNU2.23P,3.8760806885
RNU1.83P,2.2035662063
ENSG00000225727,2.7904968544
DMRTB1,2.0792178691
LZTS1.AS1,2.3179419411
ENSG00000201157,2.6973324222
MTCO2P15,2.3401923538
ENSG00000202141,3.2159865945
ENSG00000248335,2.4662896892
RNU6.1208P,2.2288484968
ENSG00000251001,2.0455719702
RNY3,4.8447001273
ENSG00000280443,2.7741185559
LARP1BP1,2.022109182
MIR548E,2.2051075021
ENSG00000224700,2.1409551887
RNU6.402P,2.5167945415
TCF4.AS2,2.6007622887
ENSG00000238013,2.2345040451
PTP4A1P3,2.5069264664
ENSG00000279354,2.2515645412
RN7SL414P,2.4887722604
COX6CP17,2.5179788927
RN7SL464P,2.2744696259
ENSG00000227089,2.7514202498
ENSG00000258619,2.2142954708
ENSG00000227658,2.7867380019
OTUD1,-2.1757031074
PECAM1,-2.4335980221
S1PR1,-3.0218937695
RTKN2,-4.3679543653
TEK,-3.4757578198
FAM107A,-4.9247368819
SEMA3G,-3.4111420771
ACVRL1,-2.699926182
HSPA12B,-2.9863303489
RGCC,-3.02364551
EPAS1,-2.7881180505
RAMP3,-3.422172534
KANK3,-3.1247775882
SPAAR,-2.7895451974
STX11,-3.1408487179
ENSG00000224215,-5.8704474665
FHL1,-3.8561488234
LIMS2,-3.0329438753
LDB2,-2.7717458541
PRX,-3.6539062494
ENSG00000070778,-2.5820156799
SH2D3C,-2.4900838171
JAM2,-2.6976646254
FGD5,-2.4617587441
ENSG00000228401,-4.0114561428
EMP2,-2.8256422062
ROBO4,-3.0280713797
TAL1,-3.0356346135
CDH5,-2.7180154863
RAMP2,-3.0193332477
EDNRB,-3.7185030657
MYZAP,-3.6250066766
FOXF1,-2.9631354772
USHBP1,-2.5658238827
FCN3,-4.9251597131
HID1.AS1,-3.1414244772
ARHGEF15,-2.6902871534
WWC2,-2.431364148
CYYR1,-2.4229293747
GIMAP8,-2.6459786467
PLAC9,-2.9242178701
FMO2,-3.5926068339
MYOC,-5.7332841381
AGER,-5.6395413295
SLC6A4,-6.7524551129
CD101,-2.9264792726
ECSCR,-2.4851103167
ARHGAP6,-2.6365225139
SMAD6,-2.7301825848
GPR146,-2.506689588
FXYD1,-3.3282320355
CLEC1A,-2.4605425415
FENDRR,-4.3565005821
THSD1,-2.4336694022
CLEC14A,-2.474746435
CALCRL,-2.8874068802
STARD8,-2.3585595959
SPOCK2,-3.3632270356
GRK5,-2.6455184435
BTNL9,-4.0085927778
ANGPT4,-4.5010275629
CAVIN2,-3.5083415796
MYCT1,-2.3994280588
CD300LG,-5.9216964856
GYPE,-3.5708953982
CCM2L,-2.6882147531
NMUR1,-3.0120473177
AOC3,-2.9194937001
ADAMTS7P3,-4.6823228463
ENSG00000238018,-3.4115700958
TCF21,-3.6321156814
ADRB2,-3.3065045249
LINC00968,-3.8304589436
INMT,-3.9389800378
PDLIM2,-2.0913964362
ERG,-2.2760388304
LRRC32,-2.4921312409
SCN4B,-3.2200243696
SOX7,-3.1790231471
GPIHBP1,-4.2255650103
SGCG,-4.126417571
C20orf202,-2.7406326915
VIPR1,-3.4820251822
LMO2,-2.0524738797
NOVA2,-2.5587432371
MMRN2,-2.2537966071
ADAMTS8,-4.1407132995
CLEC3B,-3.951957984
FABP4,-5.2143815212
ENSG00000236304,-3.3577534458
TNS1,-2.3542757306
STARD13,-2.0932986839
GRASP,-2.4956444958
CSRNP1,-2.5119174331
CAT,-2.0107696432
RGS9,-2.6662087545
EFCC1,-2.8262181486
C14orf132,-2.8668854222
ENSG00000225938,-2.6740965859
SLIT2,-2.7078319212
FAM110D,-2.5470648097
RHOJ,-2.0123825245
EMCN,-2.9102046853
FEZ1,-2.3045680883
MGAT3,-3.6203390674
ENSG00000249741,-2.9797513017
TMEM100,-4.592527984
ENSG00000268505,-4.5166710713
GSTM5,-2.7356250477
GIMAP1,-2.1967398224
C10orf67,-4.5768196522
RXFP1,-3.3046165874
ASPA,-3.0579707567
LYVE1,-3.3466070422
PTPRB,-2.7215088938
RAI2,-2.3706651682
LTBP4,-2.4442791186
ARHGEF26,-2.7223154918
GPD1,-4.2168789395
ENSG00000261269,-2.0765116396
CD93,-2.3283934848
RSPO1,-4.0327685984
ENSG00000233038,-2.561014128
CAV1,-3.5248062531
SLC39A8,-2.6056532367
SCUBE1,-3.8584324896
JPH4,-2.7798823018
CGNL1,-2.4418435209
CLIC5,-3.9124032128
ARHGAP31,-2.2892930741
NECAB1,-3.4314578225
HIGD1B,-2.9659879785
TMEM204,-2.0229115453
GIMAP6,-2.2273262751
SOX17,-2.8529088553
RASIP1,-2.4031643139
ENSG00000228692,-3.7430265278
CMTM5,-3.3194483788
DPEP2,-2.4531564313
LINC01082,-4.406576724
LDLR,-2.3241715995
UPK3B,-4.8745428946
TGFBR3,-2.8525328825
ENSG00000213144,-2.5716858461
SPN,-2.5146631996
PEAR1,-2.2344961228
MFAP4,-3.0543213485
LINC01081,-3.7024408951
CHRM1,-5.1980109442
UNC45B,-2.8971359518
MIR3945HG,-3.6339946197
HBA2,-4.4226875193
GLIPR2,-2.3216837721
ENSG00000254810,-2.6726202229
PCAT19,-2.5672674603
TNNC1,-3.7296064674
ENSG00000227544,-2.9475068214
CAVIN1,-2.160350335
NPR1,-2.8844691622
HEG1,-2.2274116201
CORO2B,-2.5571147671
VWF,-2.5450271287
CA4,-4.8149636049
STXBP6,-3.623522543
LANCL1.AS1,-3.7251159923
ENSG00000260908,-4.5184795931
SPARCL1,-2.1726115217
ABI3BP,-2.8420344361
FAM189A2,-3.1587728398
TIE1,-2.111174491
WNT3A,-4.4786569417
ANOS1,-2.9433703013
GPM6A,-4.6834297287
HBEGF,-2.7151844188
NXPH3,-2.6006605926
METTL7A,-2.1276743074
FHL5,-2.9754172262
RNU6.529P,-2.2056438506
HBA1,-4.6411157914
NLRC4,-2.1664649022
FGR,-2.3108768239
CTXND1,-4.0330743768
TRPV2,-2.0329036189
RASGRP4,-2.1594690938
KIF17,-2.1711097362
HBB,-4.3703465324
PI16,-4.2488708964
SELP,-2.548852808
CMTM2,-2.3784666563
SLIT3,-2.8184069555
SMIM25,-2.6290450252
SEMA6A,-2.665935986
TNR,-4.2459473731
MCEMP1,-4.1965984997
CASP12,-2.7493318498
ENSG00000264125,-4.7999405684
PHACTR1,-2.4500749586
FXYD6,-2.0554935523
ST8SIA6,-3.5325973127
LINC02016,-5.5954852463
CFP,-2.3606268378
PALMD,-2.2508832437
ABCA8,-3.2563789421
ENSG00000279805,-2.3767751751
DES,-3.5872590513
FRMD3,-2.5554550965
THBD,-2.5105717452
ARC,-3.7155879614
SIRPB1,-2.9921326584
TBX2,-2.1346760103
LINC00656,-3.6231235034
TENT5B,-2.8692791909
MYADM,-2.0559669191
LINC01996,-4.9661316467
A2M,-2.1555594515
PKNOX2,-2.72314548
VEGFD,-4.102399447
ITLN1,-5.2191328081
TGM1,-2.7354496953
LINC01936,-2.7442996318
ENSG00000257002,-3.3152264769
DPP6,-3.4879863806
JCAD,-2.1570709331
GDF10,-3.6720980712
ENSG00000272789,-3.548266048
OR7E47P,-2.3747326597
LAMP3,-3.0052223593
FREM3,-4.5791081677
ACTN2,-3.1871214301
TNXB,-3.1701328098
LINC00163,-3.7601571974
ENSG00000250899,-2.1822098521
ZNF366,-2.2068195583
RS1,-3.9522394388
TBX3,-2.2873414408
OVCH1,-4.1505275781
FAM162B,-2.45601468
GRIK4,-2.7449377818
CDO1,-2.8700637355
GRIA1,-4.2690441208
ADAMTS1,-2.4786192249
DNASE1L3,-3.6871833145
COX4I2,-2.4019880177
PRAM1,-2.3741306838
ALAS2,-4.1448337307
NCKAP5,-3.5933893307
ADGRE3,-3.0575625153
AKAP2,-2.6032643198
ENSG00000256948,-3.5766006369
ENSG00000248551,-5.0689100507
ENSG00000280339,-2.5346384962
CLEC4M,-4.7135343622
LINC01352,-2.5193425545
CD5L,-4.1738112501
ITGA8,-2.3934404835
SSTR4,-4.4266099357
CASS4,-2.0958930089
ITM2A,-2.1625605619
MPIG6B,-2.3656403061
CCDC85A,-2.8927923193
TBX4,-2.4933619977
SERTM1,-5.8059381797
ENSG00000198358,-4.9354005748
ENSG00000272823,-2.5699800363
CD52,-2.5153993421
SLC4A1,-3.4845584178
IGSF10,-3.2254240722
IQSEC3,-2.7932189647
CLDN5,-2.8014652081
TMEM88,-2.2204939024
ENSG00000166927,-2.2483886047
MASP1,-2.9367791535
TSPAN18,-2.1012826754
CD36,-3.1282838615
DKK2,-2.4421290964
ENSG00000254847,-2.5316062764
COLEC10,-3.0650338598
SEMA5A,-2.6485980271
OSCAR,-2.4026652896
ALKAL2,-3.314119489
MAMDC2,-3.0299819169
ADRA1A,-4.2298815518
HTR3C,-5.3191031803
ADH1B,-3.8749136925
GCOM1,-2.9086364727
ENSG00000272784,-2.4886750983
CCDC81,-2.6303324775
PKHD1L1,-3.2783372815
ESAM,-2.0746231914
ENSG00000277758,-3.1971605197
KIAA1324L,-2.1946486723
OR6K3,-4.8362818729
ENSG00000233760,-3.4095129942
ARMH2,-4.400588682
ANKRD1,-4.5452956047
KLF4,-2.5012729068
SULT1C4,-2.4819460703
DUOX1,-3.0034146368
SYT15,-2.8174652285
LRRC2,-2.6405216249
ENSG00000272473,-2.7923129638
CASQ2,-3.1529433255
PTPRQ,-4.2890244547
SLC14A1,-3.0693670736
ENSG00000244953,-2.8444146717
C5AR1,-2.070074502
KCNA5,-2.5945610937
COL6A6,-3.1606866779
LMOD1,-2.05571836
ENSG00000237167,-4.6860771105
PTCRA,-2.6384454442
LINC01624,-2.5850793284
PTPN5,-3.5813506387
CD300C,-2.2229949891
LGI3,-4.8146074976
ADAMTSL3,-2.5062467604
CLDN18,-4.8713641538
LINC01447,-3.2514143818
SH3GL3,-4.5172880269
CCL14,-2.8826373329
ANGPT1,-2.4957768045
ACADL,-3.443270375
SEC14L3,-4.5198308402
CXCR2,-2.7442948613
PIP5K1B,-2.5532339195
TBX5.AS1,-2.0106046001
MMRN1,-2.6107185119
TUBB1,-2.6714889823
ENSG00000275830,-3.0592570242
LRRC36,-3.3641176428
CAV2,-2.3631460234
LINC01197,-2.1705012887
PLA2G4F,-3.0100005248
LINC00551,-3.3156838999
OTC,-4.151943659
PLAC9P1,-3.0053127445
PRKG2,-2.6862603246
SLC19A3,-2.9886741384
TBX2.AS1,-2.2166897392
AGRP,-3.0613190364
MARCO,-3.2808134166
CSF3,-4.7013559992
SFTPC,-5.3689509071
INMT.MINDY4,-3.5654879735
KLHL33,-2.3389601228
SIGLEC11,-2.5563261599
DLC1,-2.3695848481
DOK2,-2.0267995
IQCN,-2.6633676007
OLR1,-2.6039675803
ENSG00000262115,-2.0779109881
TPPP3,-2.8434252579
GHR,-2.3371390666
ACKR4,-2.731832518
BCHE,-2.9015356815
LINC01506,-2.5644542798
DACH1,-2.6380802574
ABCG2,-2.0671519879
ODF3L1,-2.45389931
ENSG00000269711,-4.310990071
ENSG00000267095,-2.7364406556
ENSG00000226252,-2.8501169908
AHNAK,-2.0598606505
BTNL8,-3.2550624863
ATP1A2,-2.7565873385
HSPB6,-2.7365443419
ENSG00000278702,-2.962650424
KLF2,-2.0235122626
LOXHD1,-2.4559328343
SSMEM1,-3.2875719591
ANGPTL5,-2.840428719
ENSG00000272839,-2.320263997
NRG3,-3.2303691607
GPA33,-3.6098012516
LRRN3,-2.9516196221
ENSG00000273664,-4.4999068837
PDZD2,-2.4251951893
ITLN2,-5.111281622
PRG4,-3.5482142781
APOLD1,-2.0199899174
DAPK2,-2.0220421782
LINC00702,-2.3772540895
ENSG00000226886,-5.0961918449
CFD,-2.5247897559
GATA6,-2.1231360634
KCNA4,-4.3964914156
DCC,-2.8186429146
HBM,-4.1902610179
MMP19,-2.1887607432
DNASE2B,-3.2519852656
NCAPGP2,-4.4819282583
ERICH4,-2.6010349836
ENSG00000232328,-4.6845791664
MSR1,-2.3377413957
CPED1,-2.1068777787
GLDN,-2.5651097496
GPBAR1,-2.0156725602
RNU5B.4P,-2.2321767779
C1QTNF2,-2.0138631575
PTH1R,-2.121728277
SRL,-2.1462382375
C1QTNF7,-2.7238863418
ENSG00000266120,-4.2034601519
WASF3,-2.0175242928
FGFR4,-2.7206025168
S100A3,-2.44511058
ENSG00000257894,-3.2541600107
SVEP1,-2.3408664241
SH2D4B,-2.3190754612
CCL23,-2.6877072727
ADRB1,-3.2333854294
ENSG00000253177,-2.9942839291
LINC00891,-2.6699616713
EGR2,-2.0096008752
SYNPO2L,-2.6847417923
ADGRE1,-2.7730807767
EEF1A1P6,-2.0132106141
KRT79,-3.6342406195
VSIG4,-2.4459680366
SIRPD,-2.2973775799
IL33,-2.4310585533
SCN7A,-2.6526098631
C2orf40,-3.4180792626
NHLRC4,-2.1467604981
ENSG00000276668,-3.8664674899
ANO2,-2.2751422546
CCDC141,-3.160846033
IL5RA,-2.860783241
MYH2,-3.3810779176
SLC1A1,-2.3871366708
FGF10,-3.4446850127
ACKR1,-2.7432827378
VEPH1,-2.8345858735
ENSG00000261634,-3.0337794194
PTPRD.AS1,-2.3983047454
CCDC173,-2.5775509585
PPP1R14A,-2.0167166691
HSPB8,-2.0258276784
CHRNA2,-4.0529713612
CNTN6,-3.6466938272
RPL13AP17,-4.3892888511
SGCA,-2.2743348058
ENSG00000267607,-2.6640650121
FPR2,-2.9243466554
GPM6B,-2.035871292
TMCO2,-2.8252036759
GP9,-3.3705164512
SELE,-3.0247766468
CXCR1,-3.0128650088
AQP10,-2.9606684647
HPSE2,-2.9439403315
ENSG00000272411,-3.1468536572
IL7R,-2.1411575598
GPX3,-2.2716447426
SOSTDC1,-4.1120634567
FFAR4,-2.5647876204
ENSG00000275612,-3.8780693823
ENSG00000272783,-2.1781516517
LINC02104,-2.3840796262
GPER1,-2.4016037351
CELA2B,-2.2228593965
CFAP52,-3.0539981814
ENSG00000205037,-3.0436829404
CCN5,-2.230872593
BET1P1,-2.6534274755
LIN7A,-2.4867374756
CFAP58,-2.5874735044
ADCYAP1R1,-2.3201354816
GFRA2,-2.0476759401
LRRC46,-2.5938027514
HLX.AS1,-2.5038381264
ST6GALNAC5,-2.2027134554
ENSG00000256234,-2.148735042
TMEM150B,-2.0248858943
FOSB,-3.6274805932
ENSG00000232234,-4.1337886571
ENSG00000255330,-2.5764769121
CHRDL1,-2.6975042208
PID1,-2.0647511111
MED4.AS1,-2.264810725
MIR3677,-2.6769496035
MRC1,-2.4586325166
PDK4,-2.4943136225
SLC24A4,-2.2118651143
ENSG00000242324,-2.4021755557
C2orf91,-3.0794565645
CFAP161,-2.8362927463
LINC01290,-2.1927667768
CAV3,-3.5083312722
ODAM,-3.7780835264
OVCH2,-3.4180145555
ENSG00000255446,-3.3272271056
KCNT2,-2.6490597592
WFDC1,-2.0345208244
