gene_ids,log2FoldChange
ENSG00000281008,2.0341142958
NEUROD1,2.6763546935
ZNF280A,2.1755288344
PRSS56,2.0391325597
RPTN,2.2440686143
CLEC3A,2.4897012903
LINC02448,3.408638573
LINC01807,2.0559620672
FBXL21P,2.366245234
PHOX2B,2.578955858
ENSG00000248635,2.7260078429
ENSG00000227745,2.0123996289
RNU6.140P,2.2240128715
CRCT1,2.6040675976
ENSG00000228162,2.257903128
ENSG00000225330,2.1336937734
SCGB2A2,3.2757196897
ENSG00000248515,2.2596547138
ENSG00000255305,2.3943555255
ENSG00000236235,2.7092453104
COX7B2,3.1567934862
SULT1C3,2.5486673084
LINC01667,2.6624811395
ZIC3,2.491727356
BNIP3P7,2.8730177768
ENSG00000261146,2.842412508
ENSG00000267284,2.1606299207
ENSG00000197550,2.1677123071
ENSG00000260542,2.0230717253
ENSG00000279442,2.2816153651
ZNF736P9Y,2.8494143384
ENSG00000276122,2.4601767993
REG3A,3.090269318
LIN28B,2.4379747899
PRSS3P1,2.1178539797
GNAT3,2.6453681382
AQP12B,2.2984384796
ENSG00000279429,3.3895175034
SST,2.0988818891
ENSG00000254000,2.6074351468
HMGB1P38,2.1824913911
ALPI,2.1168065987
BPIFB6,2.0014230475
BNIP3P2,2.5839719347
ENSG00000269706,2.1407743335
ENSG00000254906,2.1164907322
PABPC1L2B,2.3055849148
LINC01210,2.2323053114
EPAS1,-2.419100335
SPAAR,-2.406897965
EMP2,-2.399815633
STX11,-2.4696726124
ACVRL1,-2.0588778499
RGCC,-2.3075727716
WWC2,-2.0140074123
S1PR1,-2.217481984
SEMA3G,-2.5393493572
RAMP3,-2.5099595632
RTKN2,-3.0972819334
RAMP2,-2.3462912114
TEK,-2.4646935506
FAM107A,-3.4332767116
HSPA12B,-2.0864764414
EDNRB,-2.7200276163
CD101,-2.2579864851
ARHGEF26,-2.4127248789
ROBO4,-2.1661785403
SPOCK2,-2.6215681723
CALCRL,-2.2335895368
LIMS2,-2.0427604885
PRX,-2.4741107468
CAV1,-3.0182460512
MIR3945HG,-3.2388020601
ENSG00000228401,-2.7131808307
C20orf202,-2.1645058433
ENSG00000213144,-2.2162675617
ANGPT4,-3.3309289247
FCN3,-3.3584285473
CAVIN2,-2.5918707958
SLC6A4,-4.7063183496
ENSG00000238018,-2.5169851126
ENSG00000224215,-3.6437367306
MYZAP,-2.3740718099
ENSG00000250899,-2.0342368967
LYVE1,-2.6457263454
FABP4,-3.910402976
TENT5B,-2.5601277515
ALAS2,-3.8798686521
HBB,-3.7932960203
LINC01082,-3.5735899035
TMEM100,-3.4967122897
SLC39A8,-2.0274602615
COLEC10,-2.9248700533
ENSG00000225938,-2.0109853105
SLC4A1,-3.2918995315
PTPRB,-2.0669625595
CLEC3B,-2.8395296389
TNNC1,-2.973041911
FPR2,-3.1540717643
ADRB2,-2.2847921444
THBD,-2.1284272091
SGCG,-2.8903835612
RXFP1,-2.4566032442
FMO2,-2.2776693198
NCKAP5,-3.1912138412
CAV2,-2.2967918815
LANCL1.AS1,-2.9730947877
LINC00656,-3.0883730601
SOX17,-2.1559422698
EMCN,-2.1027510844
AGER,-3.5689814063
VIPR1,-2.3814675026
FHL1,-2.1933647333
CSF3,-4.494941194
GYPE,-2.3402869971
CD5L,-3.6161151464
LINC00968,-2.5383812441
MCEMP1,-3.3850633677
ST6GALNAC5,-2.3278268454
CCDC85A,-2.4928260062
GPD1,-3.0102870036
SOX7,-2.1131573681
LIN7A,-2.5949938178
TUBB1,-2.4771427776
HBA1,-3.6019501184
ANOS1,-2.2579260236
HIGD1B,-2.140987522
GPM6A,-3.5817473063
HBA2,-3.2744263763
AKAP2,-2.1826571409
SEMA6A,-2.0945390278
HBEGF,-2.039675617
NDRG4,-2.3301050329
ANKRD1,-3.9691934444
PRKG2,-2.4402968391
IL6,-3.0588769128
CLIC5,-2.7272121314
FENDRR,-2.6146892279
MME,-2.9492482378
SIRPB1,-2.3152294246
EXD1,-2.8153381881
ENSG00000228692,-2.6372271695
CLDN5,-2.3246908722
SYNPO2L,-2.5745859571
SCUBE1,-2.6446854473
GPX3,-2.2262608027
STXBP6,-2.6108843859
MSR1,-2.1503798776
ENSG00000236304,-2.1273437946
GLDN,-2.3583030501
NECAB1,-2.3165177595
CLEC4M,-3.7488479661
OLR1,-2.2594876306
ENSG00000268505,-2.9018192313
ST8SIA6,-2.5917144201
RS1,-3.0053877392
OVCH1,-3.153511332
ENSG00000232328,-4.2979545393
SLC19A3,-2.5268104124
SEMA5A,-2.0867497509
AGRP,-2.572562023
DNASE1L3,-2.7759923562
ENSG00000261604,-2.0686697241
FAM189A2,-2.1494697638
INMT,-2.2907589333
ENSG00000257894,-2.846313498
ENSG00000267607,-2.4025347562
ADGRE1,-2.4333585405
RGS9BP,-2.284216589
ITLN1,-3.7391458009
PKHD1L1,-2.548086881
VSIG4,-2.1329229602
WNT3A,-2.9998550719
ADRB1,-2.7930278996
LINC01506,-2.1473015075
FREM3,-3.3012528281
CCIN,-2.2032123496
S100A3,-2.0971386889
DPP6,-2.4819352093
ENSG00000260908,-2.9902880372
ARC,-2.5938505338
MT1M,-2.8260197018
LINC01290,-2.0471666004
ZBED2,-2.2409548921
PADI4,-2.56457262
ENSG00000230498,-2.3563686167
PTPN5,-2.8097866941
ENSG00000249364,-2.8692264409
SSMEM1,-2.9651597538
LINC02154,-3.2941684063
MED4.AS1,-2.0649955003
HAS1,-3.2422533667
HBM,-3.7274779352
GPIHBP1,-2.3799663275
ENSG00000266120,-3.5391596881
ENSG00000267095,-2.3090317931
CA4,-3.0931188844
CDO1,-2.02764934
CD300LG,-3.1885095503
SELE,-2.5836760147
FGFBP2,-2.9497490297
ENSG00000237813,-2.7351278452
ENSG00000269711,-3.4604660463
ENSG00000255330,-2.2649509767
ENSG00000275830,-2.3540881519
ENSG00000256948,-2.5087723285
FOLR3,-3.5410573939
ENSG00000253177,-2.4944303391
ADGRE3,-2.1279159242
PCOLCE2,-2.5482196534
PTX3,-2.511453569
NTM,-2.0727117825
CXCR2,-2.0352555306
ENSG00000248551,-3.4513022726
BDNF,-2.6879350529
ENSG00000244953,-2.0651682199
KL,-2.324116214
TNR,-2.6963076744
SH3GL3,-3.2933126239
ENSG00000232618,-2.3515559451
ENSG00000237167,-3.3736631272
C10orf67,-2.5229603473
LINC02016,-3.4847359639
CD36,-2.1158592314
LINC01081,-2.1044371187
ENSG00000278971,-3.1313821052
CAMP,-2.6751965721
HBG2,-2.440274172
LINC01996,-3.0991053651
BEND2,-3.0543460944
S100A12,-2.7945820843
CXCL2,-2.0850766595
LINC00163,-2.3892930889
ENSG00000224721,-2.6428362429
CCDC54,-2.1682959695
CXCR1,-2.3461590128
IL1RL1,-2.9373902055
MT1A,-3.0954559109
ENSG00000257604,-2.8745817764
TMCO2,-2.260949676
SLC14A1,-2.0826865705
ENSG00000236054,-3.4054474869
ENSG00000257002,-2.0296119393
TMSB15A,-2.5659781503
MYOC,-2.5887391181
LINC01863,-2.7545492058
ENSG00000264125,-2.8180146823
OR6K3,-3.2219674441
SSTR4,-2.8326401086
ANGPTL7,-3.1042921619
ENSG00000250041,-2.0584096868
ENSG00000279662,-2.2750352374
ADAMTS8,-2.0474956784
CCDC141,-2.3362055701
SBSPON,-2.0863960303
WFIKKN2,-2.6620491111
TRIM58,-2.9763570557
CHRM1,-2.8188288769
LINC00551,-2.2504246573
SLCO1A2,-3.786998382
PLAC9P1,-2.0613893885
LINC01447,-2.1729707627
PARAL1,-2.7374916793
ST13P20,-2.6982182314
CNTN6,-2.6775380823
NCAPGP2,-3.1501068771
ENSG00000234754,-2.5064924388
UPK3B,-2.5638424775
ENSG00000278702,-2.0570050121
ALKAL2,-2.0694654121
LRRN3,-2.0145127757
MARCO,-2.1656903641
SERPINA2,-3.9505512717
PCARE,-2.987479289
MYH2,-2.3978756465
LPL,-2.2006049678
ENSG00000279137,-2.4553656518
ENSG00000234646,-3.2287321628
LINC00211,-2.1634693326
ENSG00000275178,-2.0732074462
ACADL,-2.1663476747
ITLN2,-3.3707175088
RPH3A,-2.2074797069
DAO,-2.0770076028
AWAT2,-2.9554774235
LINC01165,-2.1668087136
SLC6A13,-2.1074753546
GP9,-2.3394053882
CACNA1S,-2.9809215481
FAM189A1,-2.181502332
LINC02605,-2.0800282489
C2orf91,-2.2076196238
VEGFD,-2.2323455104
FCGR3B,-2.0208725422
ECEL1P2,-2.5078435257
ENSG00000214888,-3.9264513716
LGI3,-2.8899782058
LINC02570,-3.2893837917
CCBE1,-2.2092413681
ENSG00000253821,-2.6652526093
GRIA1,-2.3188996582
RNF182,-2.1000185401
SFTPC,-3.2405052729
PPBP,-2.8942654131
ENSG00000276170,-2.1148809282
C8B,-3.0661551401
RNU6.917P,-2.1196850136
ENSG00000236341,-3.680547376
ENSG00000276668,-2.4585255468
HTR3C,-2.9577252606
FAM183DP,-2.5745166039
ENSG00000272411,-2.0402163423
RBP2,-2.4848798538
ENSG00000273664,-2.7029623294
ENSG00000267774,-2.9675555275
CCL24,-2.0805239596
OTC,-2.3891293027
ENSG00000236013,-2.2648552849
ENSG00000265799,-2.1599340525
SOSTDC1,-2.6028073675
PI16,-2.0655214787
CYP1A2,-3.3996346041
CLEC6A,-2.0322261742
RETN,-2.2298536053
KCNA4,-2.5928092328
ENSG00000275612,-2.4274421758
RPL13AP17,-2.7085698217
RPL23AP32,-2.09116681
PCDH9,-2.0229981907
TINCR,-2.1071432816
LIM2,-2.4630596666
ENSG00000254951,-2.4479710285
TRHDE,-2.5192752068
ENSG00000274331,-2.8200781023
FOSB,-2.2642397817
LINC01738,-3.3977230154
CHRM2,-3.0253389574
SERTM1,-2.9448970731
CHRNA2,-2.4204092551
LY6G6F,-3.2074802979
BCL9P1,-3.0642161231
PPP1R17,-2.6860310437
ENSG00000237870,-2.0083021874
GALNT13,-2.1772185926
ENSG00000278095,-2.0748515879
MYO16.AS1,-2.8399235545
FILNC1,-2.0005284059
ENSG00000260310,-2.0820395318
OR2W3,-2.717294889
PACRG.AS3,-3.1913234726
ENSG00000243384,-2.3795713998
ENSG00000229912,-2.4672356996
AQP4,-2.0620022841
PICSAR,-3.0272268458
HBD,-2.0440052068
LY6G6E,-2.6889993991
LINC01169,-2.3071186733
ENSG00000224228,-2.2948187597
SEL1L2,-2.2229235937
ENSG00000224675,-2.3012489998
MED28P8,-2.9929139106
RNU6.955P,-2.6303549721
ENSG00000235126,-2.9051259829
ENSG00000276850,-2.0677313293
DEFA3,-3.3051814877
HHIP,-2.2386504407
KLB,-2.2505817289
LINC00165,-3.1802708691
NALCN.AS1,-2.1112014374
SH3GL2,-2.5372561143
STARD13.AS,-2.4978040667
DGKK,-2.7311547053
MT1JP,-2.2624779179
ENSG00000198358,-2.295288777
CDH19,-2.1679399743
ENSG00000232234,-2.3892866733
MGAT4C,-2.3889809949
ENSG00000259754,-3.0432479666
AHSP,-2.2671065879
BANCR,-2.3330716792
LINC01070,-2.8379544191
PTPRQ,-2.0210057815
ENSG00000256609,-2.5563124864
ENSG00000241956,-2.6327137334
TBC1D26,-2.3141489185
ENSG00000229616,-2.4975426862
PEBP4,-2.1128499771
ENSG00000243220,-2.9121900775
ENSG00000259094,-2.8394835872
LINC02346,-2.6897022484
ENSG00000233884,-3.0457249705
ADCY8,-3.0192269776
PLPPR5,-2.1415452146
WFDC12,-2.5951111609
FGF10.AS1,-2.5291704182
SLC26A3,-2.1740083527
KRT4,-2.3754238583
SLC27A6,-2.4377774923
ENSG00000233002,-2.94572531
ENSG00000231698,-3.3402581415
KIR3DL1,-2.1600094676
ENSG00000231505,-2.0537426494
ENSG00000273760,-2.1299681145
ENSG00000224525,-2.0845841296
ENSG00000239268,-2.186958377
TRGJP2,-2.0759729551
ENSG00000226886,-2.3556704565
ENSG00000249453,-2.2495066058
ENSG00000273877,-2.1383522355
ENSG00000255147,-2.0133429139
ENSG00000234763,-2.2889276247
LINC02552,-2.2332527987
MIR4717,-2.4458892431
GKN2,-2.5838777107
SOST,-2.4282461711
NOS1,-2.2585379425
ENSG00000267501,-2.0824039175
ENSG00000253507,-2.559453187
ENSG00000281160,-3.1062434923
ENSG00000234117,-2.0341514427
ENSG00000226835,-2.3491502303
ST13P2,-2.0584057016
LINC02197,-2.9030855819
DEFA4,-2.8291510566
ENSG00000235389,-2.345114531
XIRP2,-2.2259841023
FAM71A,-2.8177507316
RNU5E.8P,-3.6509558346
OR2S1P,-2.1337895166
ALPP,-2.041445944
RGR,-2.4775660256
ENSG00000255133,-2.2703310082
LINC01028,-3.5195199765
ENSG00000259285,-2.1981910706
GDF2,-3.5133484536
ENSG00000232188,-2.0765758596
TKTL1,-2.1426290773
ENSG00000253376,-3.0936862874
DUXA,-2.8520638182
CHIAP2,-2.3533389317
AGTR2,-2.0069992239
RXFP2,-2.1377405306
EPGN,-2.0965066905
BEX1,-2.034281341
NIFKP8,-2.2143784479
ENSG00000234132,-2.5860687478
ENSG00000234436,-2.2543454224
AMER2,-2.175996604
CA1,-2.0305469519
HELT,-2.3853157059
CRH,-2.4263081838
ENSG00000225391,-3.3243120762
LINC01166,-2.1916784167
RNU6.967P,-3.3180080133
ENSG00000258084,-2.3100469257
CYP1A1,-2.7857238093
C13orf42,-2.1778867102
FABP12,-2.1686129702
ENSG00000255079,-2.7690012157
ENSG00000235427,-2.014745728
HBQ1,-2.0555777687
ENSG00000250137,-2.2275140468
QRFPR,-2.1094237303
ENSG00000248870,-2.5926555667
CLDN24,-2.0487844863
ENSG00000236129,-3.3571997149
TRGJP1,-2.1372698552
OR6K4P,-2.5791026031
GUCA2A,-2.1345048781
ENSG00000253775,-2.2046541281
ENSG00000270593,-2.4451741416
ENSG00000250431,-2.3191642794
OR5E1P,-2.104009883
ENSG00000250626,-2.1329736226
ENSG00000223342,-2.3112950516
LINC01811,-2.1862155328
RNU6.633P,-2.1275951356
CABP5,-2.4795426869
APOA5,-2.1178001228
RPL36P2,-2.2989287568
PRR9,-3.083302131
LINC02360,-2.406415224
MEF2C.AS2,-2.0194003319
ENSG00000249106,-2.9749444666
ENSG00000254883,-2.0228706776
ENSG00000260166,-2.4434794421
ENSG00000266450,-2.9437824518
CTSLP8,-2.2071483974
ENSG00000261472,-2.1692878587
TACR3,-2.3346558939
ENSG00000250860,-2.7717957906
SPHKAP,-2.070605594
TBC1D28,-2.1773074607
ENSG00000231758,-2.1477757994
ENSG00000254789,-2.1385198023
GYPB,-2.4327325457
ENSG00000252112,-2.5549239412
GPC5.AS1,-2.2687866345
ENSG00000279796,-2.1317102975
RPL21P23,-2.3272174735
ENSG00000259636,-2.53890975
ENSG00000235615,-2.3416620744
ENSG00000251325,-2.4571121114
SPATA19,-2.1284155085
SLC22A8,-2.0675087497
ENSG00000279512,-2.2399352018
KLK3,-2.3950280841
ENSG00000279305,-2.2369055712
LINC00616,-2.3795479228
ENSG00000250280,-2.1266969234
SRY,-2.8156351301
NCKAP5.AS1,-2.4448688929
ENSG00000275826,-2.1735810724
ENSG00000237654,-2.6080122671
MYL1,-2.7640760671
DPPA2P4,-2.2792243223
ENSG00000238201,-2.25593316
MTCYBP23,-2.3545057978
ENSG00000271624,-2.5594543435
ENSG00000238276,-2.6361125236
ENSG00000236115,-2.2995482727
LINC02241,-2.2540785783
RBMY1KP,-2.5675483782
CT45A10,-2.5852811541
LINC02232,-2.1152304496
CT45A1,-3.0964915245
LINC01785,-2.2224423877
OR6N1,-2.200837063
MS4A12,-2.3848459069
ENSG00000227556,-2.0054356086
ENSG00000264080,-2.1338646244
CARTPT,-2.3652138518
MTND5P32,-2.2670970946
ENSG00000237612,-2.3017448661
RNU6ATAC12P,-2.5260954932
ENSG00000259600,-2.026021946
UMOD,-2.2871743117
CLRN2,-2.1296227836
AKAP4,-2.0702226076
ENSG00000200998,-2.2889802462
ENSG00000213167,-2.092509151
HBG1,-2.893485594
ENSG00000225612,-2.002590378
ENSG00000227537,-2.2286123735
ENSG00000229311,-2.9773812587
ENSG00000235862,-2.5980982349
ENSG00000254321,-2.0279305595
ENSG00000256181,-2.0808589034
ENSG00000257165,-2.2470186735
LINC02330,-2.9742104838
ENSG00000259730,-2.9009060541
ENSG00000262995,-2.0906563803
ENSG00000271758,-2.0776621209
